Country,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
India,1.387243725,1.704503194,1.794018304,1.789988659,2.071129101,2.223691776,2.63300055,3.169856717,3.346859119,3.479375053,3.320732467,3.691997714,4.235809616,4.387848872,5.009795825,5.936065909,7.590420037,10.03526365,12.12006062,14.58980535,18.18608983,17.67650363,22.0408496,30.14832502,28.95647694,33.66113888,31.75446423,26.43810036,26.03269123,29.43644902,#N/A,#N/A,#N/A
Indonesia,#N/A,2.202810982,2.567532339,2.914236006,3.396698112,3.682275328,4.005341594,4.541796352,4.981469594,5.34435799,4.884751974,4.866541948,6.212400694,5.63168667,5.715875115,6.105818739,7.158246812,8.56599475,10.07986157,11.41008728,13.70204244,11.65099918,15.77791035,20.34966192,19.00318392,18.25517544,17.60361943,15.03662813,14.44897964,16.88100429,#N/A,#N/A,#N/A
Iran,#N/A,2.202810982,2.567532339,2.914236006,3.396698112,3.682275328,4.005341594,4.541796352,4.981469594,5.34435799,4.884751974,4.866541948,6.212400694,5.63168667,5.715875115,6.105818739,7.158246812,8.56599475,10.07986157,11.41008728,13.70204244,11.65099918,15.77791035,20.34966192,19.00318392,18.25517544,17.60361943,15.03662813,14.44897964,16.88100429,#N/A,#N/A,#N/A
Iraq,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8.450603657,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Ireland,#N/A,#N/A,#N/A,#N/A,2.833453056,2.885650842,3.439512371,4.378934067,4.556535398,5.361965056,6.424693146,7.122672845,7.6261885,8.297282211,8.847882864,9.303846377,10.43084347,11.00030885,10.87628244,12.22328107,12.71113453,11.68946742,12.06451805,12.96579033,12.02089578,11.84472117,12.3071289,12.47305154,13.20097604,13.80722133,#N/A,#N/A,#N/A
Israel,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.904742195,2.051023872,2.250297549,2.330355098,2.5839935,3.140737,2.906177,2.9511398,3.1782744,3.8620084,4.277066,4.6791913,5.4091395,6.1337485,4.7934614,5.8413028,6.7796328,6.3140635,6.6781207,6.8965008,6.4062217,6.0570596,6.1150141,#N/A,#N/A,#N/A
Italy,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,19.00045435,23.04414843,25.20985764,23.82657782,24.21022065,23.49629506,23.9931704,24.42520165,25.4215604,29.94657359,35.35431233,37.29571459,41.7152997,50.02034132,54.17862827,40.64791269,44.68398297,52.32562962,50.15288509,51.80951025,52.95287335,45.69886255,46.16676254,50.74302363,#N/A,#N/A,#N/A
Ivory Coast,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,19.00045435,23.04414843,25.20985764,23.82657782,24.21022065,23.49629506,23.9931704,24.42520165,25.4215604,29.94657359,35.35431233,37.29571459,41.7152997,50.02034132,54.17862827,40.64791269,44.68398297,52.32562962,50.15288509,51.80951025,52.95287335,45.69886255,46.16676254,50.74302363,#N/A,#N/A,#N/A
Jamaica,#N/A,#N/A,#N/A,0.115072627,0.105037594,0.107537242,#N/A,#N/A,0.138687437,0.138610573,0.131630054,0.123939904,0.130759888,0.122311644,0.110407511,0.119447126,0.140549353,0.151446702,0.198880795,0.222396135,0.243880972,0.131603705,0.132760193,0.162285978,0.171179006,0.156911656,0.145198834,0.126258485,0.120178656,0.130971844,#N/A,#N/A,#N/A
Japan,26.49167462,27.51745556,28.69474427,31.45253847,33.96507817,36.09110774,39.55999048,44.2937344,41.09469286,42.10528748,38.81361408,41.76101249,47.92755401,40.33440769,41.67293884,47.2006874,56.57611366,59.49408658,64.67250586,71.43270365,78.14121633,58.07187337,76.97738325,82.31837586,79.86200226,71.50972443,69.02174663,62.48735081,64.49324395,69.80971889,#N/A,#N/A,#N/A
Jordan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.142432691,0.176884966,#N/A,0.157632794,0.138234509,0.18207776,0.189748776,0.229443587,0.277002301,0.308162961,0.389111717,0.428416868,0.516664498,0.570001655,0.778176452,0.636574422,0.702313746,0.796348608,0.787713556,0.791962076,0.838533013,0.78329766,0.750908252,0.746923845,#N/A,#N/A,#N/A
Kazakhstan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.522672187,0.589683285,0.648664581,0.520692342,0.58712748,0.86793622,0.84855154,0.9642683,1.29159465,2.007904263,2.784608484,3.82444231,4.77479024,7.117195616,4.319576204,5.724406394,8.810793367,9.228152063,8.469853627,7.945874915,4.595442605,3.67753234,4.850273896,#N/A,#N/A,#N/A
Kenya,#N/A,#N/A,#N/A,#N/A,0.136169894,#N/A,#N/A,#N/A,#N/A,0.195942451,0.191663475,0.165092078,0.157104339,0.152011913,0.140069999,0.255114814,0.268330905,0.341990076,0.350165566,0.408079973,0.500094854,0.446344308,0.516911192,#N/A,#N/A,0.553695263,#N/A,#N/A,#N/A,0.574741482,#N/A,#N/A,#N/A
Kosovo,6.05678592,6.235667886,6.501570432,7.186996429,7.66314496,8.22321152,9.600766771,12.50564506,12.97125458,13.61510236,13.23023237,14.36853994,17.22674954,15.04308857,16.24660971,19.38173137,25.38446089,28.44181672,32.54572473,37.14771036,42.20034791,36.35310634,46.63806197,55.5208898,54.7854448,55.96185589,57.30747731,52.67530064,49.54177156,57.36273689,#N/A,#N/A,#N/A
Kuwait,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.939947551,1.616475673,1.540642103,2.063816429,2.864797684,#N/A,5.600331672,6.269115598,8.745702236,#N/A,6.269823701,10.26957625,#N/A,11.44040794,10.11319546,5.412095709,4.623535701,5.499187128,#N/A,#N/A,#N/A
Kyrgyzstan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.041204128,0.050707014,#N/A,#N/A,#N/A,0.050448918,0.047615163,0.04603071,0.058172889,0.071871684,0.067201369,0.079406745,0.113418127,0.161756143,0.117827361,0.148840051,0.197893237,0.168323684,0.17732283,0.181946014,0.144146762,0.142302843,0.175746367,#N/A,#N/A,#N/A
Laos,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.190874466,0.189802188,0.159713545,0.29877718,0.2572201,0.298509536,0.312416898,#N/A,#N/A,#N/A,#N/A
Latvia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.098968966,0.130500659,0.144330138,0.167160205,0.181112806,0.172379381,0.186927292,0.20007331,0.228441739,0.289368129,0.437864688,0.530274469,0.58914725,0.789315148,0.928077429,0.717146977,0.885080123,1.19881962,1.268552152,1.332470465,1.378278194,1.164993989,1.160729507,1.318994723,#N/A,#N/A,#N/A
Lebanon,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.064222925,0.066093984,0.067676128,0.071434042,0.088929693,0.104549321,0.152393441,0.1744957,0.1879013,0.228251374,0.281632067,0.347830547,0.348415476,0.425418492,0.426685602,0.444616343,0.393706594,0.331220557,0.295338864,0.297656158,0.873906938,#N/A,#N/A,#N/A
Lesotho,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.033616517,0.027959427,0.035795119,0.047893198,0.096840249,#N/A,#N/A,#N/A,0.024465979,0.062812762,0.050330316,0.077011773,0.067819278,0.034999434,0.081811623,0.060376458,#N/A,0.067315084,#N/A,#N/A,#N/A
Liberia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.033616517,0.027959427,0.035795119,0.047893198,0.096840249,#N/A,#N/A,#N/A,0.024465979,0.062812762,0.050330316,0.077011773,0.067819278,0.034999434,0.081811623,0.060376458,#N/A,0.067315084,#N/A,#N/A,#N/A
Libya,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.250348681,4.469643641,2.725551505,3.644041373,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lithuania,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.2029,0.270566221,0.335635507,0.386245555,0.371073152,0.300382856,0.380941117,0.458304951,0.547563249,0.716243296,0.930260861,1.207044366,1.413518984,1.716239578,2.376989531,1.649633933,2.081392263,2.806864824,2.965266213,3.259974278,3.239429629,2.541102224,2.502265247,2.934954937,#N/A,#N/A,#N/A
Luxembourg,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.767397013,0.787617486,0.825997515,0.859295632,0.998708218,1.216783619,1.271492201,1.418309573,1.619728668,1.738079672,1.254213252,1.39112592,1.630787941,1.372690268,1.382600599,1.479088296,1.262570267,1.283838107,1.395903585,#N/A,#N/A,#N/A
Macedonia,#N/A,#N/A,#N/A,0.168895206,0.178608845,0.179675187,0.187218022,0.202468109,0.210001446,0.228208717,0.213460736,0.21966679,0.253932977,0.229949484,0.235677008,0.258100442,0.281205813,0.247449568,0.25569919,0.254242805,0.199815255,0.096068636,0.08697527,0.086995161,0.102052147,#N/A,0.124002946,0.133901262,0.12566031,#N/A,#N/A,#N/A,#N/A
Madagascar,#N/A,#N/A,0.029242099,0.029537779,0.026888774,0.026172712,0.032661299,0.035987251,0.029904941,0.027775542,0.02345581,0.0232759,0.0861932,0.094761772,0.066744373,0.097904722,0.097119438,0.083588983,0.100815842,0.134330942,0.166740069,0.109589792,0.108216774,0.125968302,0.122451356,0.162688898,0.224318965,0.216446119,0.226135118,0.285166375,#N/A,#N/A,#N/A
Malawi,#N/A,#N/A,0.041156112,0.04829864,#N/A,#N/A,0.033708659,0.043334358,#N/A,#N/A,#N/A,0.04384096,0.037929236,0.044940988,0.037751732,0.050243047,0.045870314,0.049548975,0.066621729,0.086855918,0.087899925,0.118791683,0.106620367,0.142528932,0.118286571,0.120798415,0.134189768,0.108010082,0.1022154,0.088385199,#N/A,#N/A,#N/A
Malaysia,#N/A,2.504824627,2.94532096,3.434775552,4.076849562,4.712717517,5.884264448,7.377815142,7.831487283,7.87294208,7.325422387,8.451190159,9.82297258,8.80041081,9.328245315,10.4968562,12.66397006,14.16240459,16.06692306,17.59618627,19.87024748,15.71948315,19.87906907,22.6992682,22.74494995,22.83161075,23.41349769,20.02108719,18.94140732,21.77225075,#N/A,#N/A,#N/A
Mali,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.040952179,0.030235315,0.044684381,0.050175024,0.047292039,0.071287254,0.085217685,0.1007432,0.098748308,0.107510651,0.152612503,0.14406248,0.191826428,#N/A,0.199626129,0.23744966,0.261038651,#N/A,#N/A,#N/A,0.284759357,0.190273007,#N/A,#N/A,#N/A
Mauritania,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.034280682,0.034690875,0.031991422,0.032079168,0.043522165,0.055639736,#N/A,0.135371045,0.162712756,0.138657641,0.181873053,0.245799877,0.262380739,0.246251724,0.213981056,#N/A,0.16227616,0.198943077,#N/A,#N/A,#N/A
Mexico,#N/A,#N/A,2.634466509,2.695670579,4.619488461,5.188641587,6.061856358,7.954065818,9.566117069,11.00469043,11.73253489,13.62628116,16.62943395,15.83862169,16.07505402,16.49065088,18.79804425,21.42073056,24.99605455,27.18212154,29.12648088,22.97123373,29.83050751,34.93265817,37.06425519,37.99492731,39.68818457,38.05274997,37.39000133,40.94513782,#N/A,#N/A,#N/A
Moldova,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.05659984,0.074552717,0.079499475,0.05677589,0.063181536,0.04641665,0.047153474,0.056812664,0.064390507,0.079029667,0.09851732,0.109125457,0.105160071,0.134179779,0.159141614,0.128298099,0.154148676,0.221681495,0.216187942,0.242830331,0.233952984,0.196683731,0.204461096,0.242511875,#N/A,#N/A,#N/A
Mongolia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.042426688,0.045143411,0.034507181,0.035819437,0.053560015,0.052322339,#N/A,0.061586714,0.085600938,0.106438473,0.154232144,0.188655277,#N/A,#N/A,#N/A,#N/A,#N/A,0.426905585,0.57743309,0.466928046,0.491632646,0.620059295,#N/A,#N/A,#N/A
Montenegro,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.055645902,0.062628912,0.06166161,0.038754028,0.043657541,0.062753181,0.046878833,0.049437574,0.044065874,0.035307951,0.035506037,0.042087089,#N/A,#N/A,#N/A
Morocco,#N/A,#N/A,#N/A,#N/A,#N/A,0.369594496,0.403458739,0.471887718,0.474199962,0.467416986,0.715526707,0.750291456,0.743184077,0.714407885,0.785032593,0.87772355,0.992266893,1.118484695,1.253062364,1.460734557,2.030569795,1.406893973,1.776479126,2.164993408,2.141718436,2.196543327,2.381581561,2.233654729,2.285828852,2.562429785,#N/A,#N/A,#N/A
Mozambique,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0163977,0.0174295,0.0226085,0.022962478,#N/A,#N/A,0.0363962,0.07031336,0.080981203,0.104391254,0.150384623,0.174525619,0.238113162,0.241207863,0.265325965,0.214716945,0.224306888,0.3604118,0.346985171,0.402371896,0.472533136,#N/A,0.335210925,0.471851827,#N/A,#N/A,#N/A
Myanmar,#N/A,#N/A,#N/A,#N/A,0.044938368,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.887343587,0.812786928,0.905343916,1.143632774,1.145186054,1.143179216,1.167271746,1.387876449,#N/A,#N/A,#N/A
Namibia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.131727449,0.136266168,0.127357898,0.128909389,0.254464189,0.272599894,0.337592673,0.404027393,0.472933744,0.587061965,0.584829195,0.590094085,0.53769955,0.633721573,0.598384006,0.462829175,0.481584641,0.522936093,#N/A,#N/A,#N/A
Nepal,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.038483882,#N/A,#N/A,#N/A,0.040872851,0.052429459,0.070877395,#N/A,#N/A,0.065269466,#N/A,#N/A,#N/A,#N/A,#N/A,0.08859991,0.087420115,0.090763369,0.087066303,0.086325758,0.090085862,0.066018199,0.072884644,0.074074291,#N/A,#N/A,#N/A
Netherlands,#N/A,#N/A,#N/A,#N/A,13.99342694,13.1143254,14.58252022,17.76262349,17.73684982,18.44331971,16.75955241,17.05382532,21.34244035,21.61578689,21.98205224,26.47964816,31.80403026,34.98130227,40.06858832,47.76405535,54.58534053,43.15024525,49.26458716,53.05757587,55.24617937,57.12468547,57.13475416,43.73291372,46.81709743,52.79370323,#N/A,#N/A,#N/A
New Caledonia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.039479891,0.063547718,#N/A,0.040888436,0.072857567,0.100877808,0.111388783,0.113537501,0.164780288,0.163208527,0.208281518,0.126758787,0.165754448,0.12929255,0.123743648,0.161898861,0.123894562,#N/A,#N/A,#N/A,#N/A,#N/A
New Zealand,#N/A,0.886726861,0.946985677,0.974552678,0.982997094,1.055815987,1.21854761,1.374541517,1.435425916,1.408586854,1.208753562,1.247394387,1.329742642,1.372968505,1.438244391,1.652685137,2.03440226,2.172854396,2.240918013,2.693093347,3.057798523,2.493260121,3.139297752,4.770029566,3.730468539,3.944306554,4.161984777,3.435733512,3.373132847,3.80502862,#N/A,#N/A,#N/A
Nicaragua,#N/A,#N/A,#N/A,#N/A,#N/A,0.026749208,0.035110726,0.050921075,0.06601824,0.06666073,0.055282291,0.050848203,0.062935113,0.053223955,0.055870472,0.060520361,0.075984669,0.086602281,0.07586419,0.119454102,0.25376,0.139305378,0.184762897,0.228087194,0.455064699,0.459414847,0.497350143,0.466736561,0.45919618,0.492558118,#N/A,#N/A,#N/A
Niger,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.027341718,0.038831981,0.032917971,0.03367888,0.029388717,0.022403803,0.021126894,0.01989959,0.02287213,0.039978046,0.04857235,0.046997195,0.062707483,0.102555431,0.062801188,0.048350213,0.108065029,0.137984956,0.133715136,0.104967704,0.078977031,0.092724162,#N/A,#N/A,#N/A,#N/A
Nigeria,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.139389639,1.116392337,0.686892134,1.612350362,2.708001768,1.804640003,1.860740204,2.407714807,#N/A,#N/A,5.921523333,5.396311073,8.182051837,4.993745961,8.656791253,12.56410312,14.31511828,9.055448484,10.28784997,#N/A,3.288304547,4.446636676,#N/A,#N/A,#N/A
North Korea,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.139389639,1.116392337,0.686892134,1.612350362,2.708001768,1.804640003,1.860740204,2.407714807,#N/A,#N/A,5.921523333,5.396311073,8.182051837,4.993745961,8.656791253,12.56410312,14.31511828,9.055448484,10.28784997,#N/A,3.288304547,4.446636676,#N/A,#N/A,#N/A
Northern Cyprus,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.139389639,1.116392337,0.686892134,1.612350362,2.708001768,1.804640003,1.860740204,2.407714807,#N/A,#N/A,5.921523333,5.396311073,8.182051837,4.993745961,8.656791253,12.56410312,14.31511828,9.055448484,10.28784997,#N/A,3.288304547,4.446636676,#N/A,#N/A,#N/A
Norway,#N/A,#N/A,#N/A,#N/A,#N/A,3.190387254,3.474352947,4.174032077,4.895496192,4.854983885,4.040183808,4.547932979,5.990753645,5.921712917,5.953488376,6.794429059,8.248522954,10.37591745,12.22002042,13.63570207,17.32213688,11.46754796,13.06567924,16.04098215,16.09522074,15.53505528,14.46112898,10.37854823,8.962832685,10.19760202,#N/A,#N/A,#N/A
Oman,#N/A,0.393277875,0.550441882,0.487350733,0.545115955,0.529951027,0.541829734,0.59173888,0.722194278,0.763066317,0.55188137,0.723092582,1.131806576,1.107395029,1.12370186,1.219635781,1.338075302,1.869154578,2.158573278,2.469154524,3.771914106,2.765063107,3.659957712,4.709187261,5.213822568,5.549713121,5.07183244,3.568629863,3.001359955,3.290404721,#N/A,#N/A,#N/A
Pakistan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.193007604,1.258542364,1.605020073,1.693287321,1.783840658,2.027904586,1.755469848,2.141310268,2.534376866,2.461367562,2.51208832,2.472218215,2.208901806,2.053379283,2.187778716,#N/A,#N/A,#N/A
Panama,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.057720826,0.056920013,0.065805139,0.07054567,0.07071304,0.077907543,0.080904546,0.075961314,0.080498968,0.089110514,0.096321561,0.803392603,0.882059502,0.981662038,1.071668697,1.098660259,1.455481581,1.594474042,1.473212626,1.295995651,1.134787226,1.119493137,#N/A,#N/A,#N/A,#N/A
Papua New Guinea,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.246050253,#N/A,0.240734126,0.180472377,0.162512272,0.226009342,0.27222172,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.549931952,0.451768627,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Paraguay,#N/A,0.100944563,0.095868051,0.073704058,0.06565543,0.072521779,0.081683245,0.091933062,0.104299379,0.114100237,0.101410266,0.074076887,0.220008791,0.235651866,0.095060033,0.130573274,0.287445641,0.315256767,0.347236497,0.472358124,0.640711156,0.507961033,0.651653482,0.777644211,0.728279207,0.945625339,0.963573519,0.832754629,0.850115759,0.867983305,#N/A,#N/A,#N/A
Peru,#N/A,#N/A,#N/A,#N/A,0.335937152,#N/A,0.438889574,0.543969434,0.583500954,0.675937843,0.56718039,0.593205307,0.63224211,0.682561061,0.766521352,0.902663903,1.272649679,1.711428877,2.376489676,2.808458526,3.12882116,2.673825954,3.580743849,4.638602192,4.63665358,4.256889854,3.864585501,3.366700687,3.63099588,4.423794942,#N/A,#N/A,#N/A
Philippines,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.054247219,2.522769203,2.949634048,3.50368809,3.807824979,3.215020259,3.520815869,3.623120544,3.968052043,4.125468347,4.741011734,5.046571113,4.907753997,3.843580195,5.149751461,4.804212876,5.199522399,5.669780298,6.180975523,5.864808308,5.631274795,6.871261119,#N/A,#N/A,#N/A
Poland,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.7194369,2.286213,2.4393116,2.570073542,2.8193638,2.7374963,3.0955677,3.5367141,4.0253902,5.2755502,7.377892752,8.937806879,10.95841131,13.87849832,17.18598976,13.66413046,15.70649485,18.81050901,17.96035994,20.38479178,21.44767942,19.44611573,19.64552696,22.13076213,#N/A,#N/A,#N/A
Portugal,1.099769446,1.279741542,1.642588262,1.634646426,1.856455885,1.541736141,1.798073344,2.336999424,2.318097408,2.352489882,2.421786829,2.449354973,2.432766776,2.408640574,2.582557964,3.183358082,4.435498876,3.867206855,4.477743576,5.248360624,5.724628483,4.424997986,4.941405127,5.958830189,5.814049972,6.279413945,6.383438567,5.504502572,5.537154925,6.211684052,#N/A,#N/A,#N/A
Puerto Rico,1.099769446,1.279741542,1.642588262,1.634646426,1.856455885,1.541736141,1.798073344,2.336999424,2.318097408,2.352489882,2.421786829,2.449354973,2.432766776,2.408640574,2.582557964,3.183358082,4.435498876,3.867206855,4.477743576,5.248360624,5.724628483,4.424997986,4.941405127,5.958830189,5.814049972,6.279413945,6.383438567,5.504502572,5.537154925,6.211684052,#N/A,#N/A,#N/A
Qatar,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.884695859,1.070585037,0.823092378,1.338257697,1.868508967,2.576249788,3.405130677,4.201994258,6.730714297,#N/A,7.496441545,#N/A,13.3717,13.68551161,13.15915533,7.797107919,5.730863459,6.749810585,#N/A,#N/A,#N/A
Republic of Serbia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.884695859,1.070585037,0.823092378,1.338257697,1.868508967,2.576249788,3.405130677,4.201994258,6.730714297,#N/A,7.496441545,#N/A,13.3717,13.68551161,13.15915533,7.797107919,5.730863459,6.749810585,#N/A,#N/A,#N/A
Republic of the Congo,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.884695859,1.070585037,0.823092378,1.338257697,1.868508967,2.576249788,3.405130677,4.201994258,6.730714297,#N/A,7.496441545,#N/A,13.3717,13.68551161,13.15915533,7.797107919,5.730863459,6.749810585,#N/A,#N/A,#N/A
Romania,#N/A,1.048737997,0.584739021,0.426565146,0.436338432,0.489215693,0.61512448,0.791004928,0.808445901,0.843104922,0.83009321,0.850297293,1.036652237,1.138499379,1.387570893,1.761805926,2.348536167,2.772959713,3.233602967,4.026471642,4.95388775,4.062088972,4.94133861,6.269200141,5.790433043,6.588144158,6.987789084,6.060504767,6.358100435,7.06268875,#N/A,#N/A,#N/A
Russia,#N/A,1.048737997,0.584739021,0.426565146,0.436338432,0.489215693,0.61512448,0.791004928,0.808445901,0.843104922,0.83009321,0.850297293,1.036652237,1.138499379,1.387570893,1.761805926,2.348536167,2.772959713,3.233602967,4.026471642,4.95388775,4.062088972,4.94133861,6.269200141,5.790433043,6.588144158,6.987789084,6.060504767,6.358100435,7.06268875,#N/A,#N/A,#N/A
Rwanda,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.000975748,0.005382742,0.003946393,0.005658902,#N/A,0.018670656,0.005410934,0.005127716,0.009954215,0.014990834,0.014330931,0.018351281,0.03983122,0.026065977,0.024182833,0.040131126,0.050698893,0.06080968,0.065336488,0.057869396,0.062160579,#N/A,#N/A,#N/A,#N/A
Saudi Arabia,#N/A,#N/A,#N/A,4.705332998,5.348644864,4.239578726,4.287418778,4.902957875,5.650952602,#N/A,3.980695142,5.069381358,7.720430131,6.767404086,7.212896243,9.276558156,12.55511447,18.02777269,21.08239717,23.28559826,31.2999364,19.18102727,25.05770156,36.41394186,38.73739826,37.5360918,34.19471825,20.36888026,18.36042865,22.18350628,#N/A,#N/A,#N/A
Senegal,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.040932253,0.034452749,0.051736762,0.047131984,0.069334679,0.078240458,0.06907974,0.115453436,0.131541229,0.147080717,0.1491566,0.154625602,0.217048082,0.201738576,0.208566179,0.254170477,0.2531665,0.266098856,0.275017214,0.261167197,0.264027692,0.298904209,#N/A,#N/A,#N/A
Sierra Leone,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.001303283,#N/A,0.004142197,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.027925341,0.009325755,0.046559523,0.010265159,#N/A,#N/A,#N/A
Slovakia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.66902272,0.837427251,0.749088154,0.963390157,1.071808102,1.005677326,1.188454752,1.263592308,1.447741711,2.191696438,2.786403385,3.185213363,4.168624734,5.803600341,7.018869734,5.555302216,6.530612408,7.897005241,7.99534518,8.518961733,8.576725826,7.496950725,7.699719227,8.347538633,#N/A,#N/A,#N/A
Slovenia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.831579904,0.830979584,0.83688489,0.905052467,0.854587083,0.873214512,0.925242993,1.03569305,1.276687096,1.587876574,1.789602402,2.098271289,2.655112202,2.92529243,2.240541527,2.443475222,2.898413641,2.708002157,2.862874046,3.052210223,2.658697927,2.765772769,3.189378956,#N/A,#N/A,#N/A
Solomon Islands,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.004172389,0.006662887,0.008565196,0.007043654,0.012162006,0.015846936,0.021423682,0.021459094,0.021543198,0.041153979,0.04663292,0.048914527,0.045810573,0.040040059,0.043730307,0.049971468,#N/A,#N/A,#N/A
Somalia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.004172389,0.006662887,0.008565196,0.007043654,0.012162006,0.015846936,0.021423682,0.021459094,0.021543198,0.041153979,0.04663292,0.048914527,0.045810573,0.040040059,0.043730307,0.049971468,#N/A,#N/A,#N/A
Somaliland,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.004172389,0.006662887,0.008565196,0.007043654,0.012162006,0.015846936,0.021423682,0.021459094,0.021543198,0.041153979,0.04663292,0.048914527,0.045810573,0.040040059,0.043730307,0.049971468,#N/A,#N/A,#N/A
